zone_id,sample_id,rssi_ap1,rssi_ap2,rssi_ap3,rssi_ap4,latency_ap1,latency_ap2,latency_ap3,latency_ap4
17,22,-66.01,-79.9,-79.7,-75.42,88.47,152.54,198.52,116.72
17,23,-73.06,-76.68,-66.36,-76.54,99.03,146.3,166.95,115.22
17,24,-73.76,-75.31,-72.25,-78.61,93.77,134.49,170.34,116.56
17,25,-75.66,-72.83,-78.17,-78.9,101.0,140.8,178.51,112.54
17,26,-68.56,-70.2,-65.89,-71.65,90.41,128.21,170.57,109.44
17,27,-64.46,-77.19,-70.01,-82.39,88.76,146.96,176.8,113.28
17,28,-76.68,-72.34,-72.29,-74.3,98.34,130.25,169.5,106.74
17,29,-73.13,-80.93,-75.08,-73.28,97.34,152.29,178.21,112.91
17,30,-67.93,-78.01,-70.51,-84.24,87.48,147.32,179.29,115.72
17,31,-73.99,-75.61,-66.94,-73.44,99.81,139.86,169.28,111.2
17,32,-67.33,-72.82,-71.4,-88.0,95.51,140.69,176.71,-1.0
17,33,-70.54,-78.44,-69.25,-79.64,93.29,140.58,172.61,112.1
17,34,-67.79,-74.53,-73.92,-78.14,94.88,139.2,179.77,114.66
17,35,-70.99,-76.29,-75.61,-77.24,94.78,144.31,186.13,110.07
17,36,-72.61,-80.53,-73.84,-82.45,91.92,148.43,179.79,115.18
17,37,-73.36,-75.31,-70.24,-81.81,96.69,143.22,180.9,115.77
17,38,-75.6,-75.58,-77.95,-81.43,96.48,140.87,183.7,119.29
17,39,-72.27,-68.7,-78.95,-78.16,94.64,129.16,194.64,118.07
17,40,-66.46,-77.35,-72.81,-92.22,90.91,146.29,179.91,-1.0
17,41,-67.98,-86.08,-77.14,-77.5,91.2,-1.0,186.43,108.89
17,42,-76.06,-76.11,-76.92,-79.95,98.49,139.55,187.19,115.87
17,43,-71.99,-76.53,-76.09,-77.85,91.01,135.79,181.82,109.14
17,44,-68.7,-76.98,-80.4,-78.92,92.21,138.0,198.49,114.7
17,45,-74.01,-83.05,-71.54,-78.53,99.94,144.66,180.05,114.07
17,46,-78.01,-78.39,-71.25,-69.64,100.7,145.92,170.2,111.99
17,47,-70.96,-76.87,-80.13,-82.0,90.93,148.86,189.33,122.01
17,48,-70.14,-84.25,-76.29,-75.1,93.87,157.63,184.63,108.48
17,49,-70.34,-82.14,-74.71,-76.83,97.86,144.95,175.05,116.57
17,50,-71.18,-82.6,-79.09,-80.86,93.14,147.28,190.42,118.62
17,51,-69.94,-76.21,-80.94,-82.59,91.59,135.64,193.38,119.64
17,52,-73.82,-81.08,-77.63,-85.61,95.01,150.84,195.17,-1.0
17,53,-67.56,-74.78,-72.35,-75.7,91.59,137.87,176.94,113.25
17,54,-67.82,-69.46,-76.49,-93.43,96.2,134.09,184.77,-1.0
17,55,-69.68,-75.84,-75.01,-76.18,91.85,137.67,189.87,113.28
17,56,-66.71,-80.74,-71.76,-77.89,89.56,153.36,174.81,111.03
17,57,-68.21,-80.84,-77.29,-79.22,94.51,141.39,194.56,120.96
17,58,-73.52,-75.94,-73.74,-74.74,93.43,139.85,184.36,114.12
17,59,-68.82,-78.15,-73.36,-84.5,97.4,138.69,177.48,119.33
17,60,-71.84,-77.04,-74.06,-82.66,95.7,144.19,171.97,122.55
17,61,-67.09,-73.68,-74.74,-76.26,95.87,135.11,188.33,113.98
17,62,-66.08,-76.35,-70.47,-74.26,87.39,142.95,182.83,107.13
17,63,-67.01,-78.62,-67.65,-79.33,88.26,144.19,175.28,113.53
17,64,-69.16,-79.55,-77.4,-79.38,90.77,147.0,180.18,121.6
17,65,-73.51,-85.52,-82.49,-85.78,98.09,-1.0,201.67,-1.0
17,66,-77.29,-79.2,-71.36,-83.69,103.79,151.5,184.38,125.89
17,67,-69.38,-79.04,-70.85,-86.07,97.09,145.69,183.09,-1.0
17,68,-67.6,-75.87,-78.4,-77.9,93.8,145.32,192.02,119.44
17,69,-73.14,-80.47,-75.98,-78.74,96.28,147.05,185.88,115.65
17,70,-62.13,-77.64,-67.82,-77.97,85.66,148.14,175.14,119.71
17,71,-76.93,-76.92,-71.68,-78.0,99.15,140.18,169.95,120.09
17,72,-68.32,-75.48,-73.75,-82.53,96.87,144.25,186.4,113.74
17,73,-71.2,-80.9,-69.27,-80.57,92.97,150.78,180.62,118.18
17,74,-68.0,-74.53,-77.17,-79.58,96.35,134.84,190.68,111.61
17,75,-65.59,-75.23,-73.78,-82.56,87.79,141.07,174.86,119.29
17,76,-61.89,-82.49,-73.08,-75.78,83.83,155.16,185.41,116.09
17,77,-65.36,-76.77,-79.52,-72.42,85.59,139.06,186.65,106.59
17,78,-66.82,-74.43,-69.5,-76.54,95.01,146.01,178.95,110.45
17,79,-75.31,-79.73,-72.62,-77.99,97.01,152.43,175.81,110.6
17,80,-76.42,-78.74,-79.08,-83.35,95.51,150.4,193.51,121.97
17,81,-67.48,-86.91,-65.68,-76.95,90.95,-1.0,171.89,114.96
17,82,-61.85,-79.84,-79.14,-73.16,89.18,148.59,189.67,107.74
17,83,-66.07,-67.88,-77.77,-79.75,91.6,133.61,182.1,113.72
17,84,-69.54,-80.8,-77.5,-81.63,95.14,145.68,189.25,122.69
17,85,-71.6,-80.29,-67.18,-80.62,90.86,153.59,176.01,115.55
17,86,-73.62,-74.15,-72.35,-79.76,93.28,139.39,178.74,120.02
17,87,-69.67,-85.5,-70.33,-85.13,93.2,-1.0,166.67,-1.0
17,88,-77.49,-76.57,-73.4,-82.26,96.63,136.93,188.28,118.82
17,89,-73.22,-70.71,-79.35,-77.83,95.54,141.22,196.78,115.55
17,90,-70.3,-71.6,-74.8,-80.09,91.65,137.75,190.09,111.33
17,91,-73.8,-75.41,-69.04,-75.81,92.65,141.87,171.58,115.01
17,92,-67.56,-77.79,-78.86,-77.31,90.05,147.38,187.81,117.59
17,93,-75.33,-80.1,-79.78,-76.85,93.51,148.42,182.33,114.46
17,94,-70.48,-68.76,-75.09,-80.27,95.34,135.77,184.7,118.9
17,95,-75.9,-81.8,-77.27,-77.17,96.6,152.36,188.05,115.44
17,96,-70.01,-79.8,-80.78,-74.69,98.2,140.87,199.47,111.91
17,97,-72.51,-81.84,-82.07,-78.28,97.12,153.59,194.92,117.88
17,98,-70.31,-76.2,-72.94,-76.82,93.25,137.06,176.88,110.91
17,99,-67.31,-79.79,-73.75,-78.25,91.08,142.35,177.8,119.1
17,100,-75.35,-85.29,-74.64,-76.11,93.74,-1.0,185.75,113.52
17,101,-64.57,-72.79,-78.02,-80.19,89.25,137.38,188.05,118.58
17,102,-72.65,-79.17,-76.47,-76.05,94.26,146.93,189.44,114.5
17,103,-69.85,-74.87,-75.24,-75.52,98.31,132.94,175.04,111.7
17,104,-77.12,-82.93,-72.89,-84.61,101.9,152.64,177.09,125.38
17,105,-63.16,-73.51,-78.26,-81.54,92.35,145.11,188.37,113.98
17,106,-74.33,-74.69,-73.88,-84.06,97.68,145.0,178.05,123.89
17,107,-75.72,-78.22,-64.84,-81.44,98.98,144.29,171.23,119.28
17,108,-72.62,-75.93,-76.8,-77.55,96.79,145.67,186.45,109.95
17,109,-66.95,-77.16,-73.66,-82.93,90.79,144.69,184.18,115.2
17,110,-75.69,-81.89,-78.77,-77.78,103.21,145.03,196.39,119.36
17,111,-67.95,-74.36,-74.95,-79.11,89.61,136.37,184.46,120.23
17,112,-73.21,-74.67,-74.32,-78.65,94.72,146.33,179.19,118.44
17,113,-65.4,-77.87,-76.6,-77.43,85.5,141.11,187.52,112.47
17,114,-75.44,-72.62,-74.96,-81.22,96.83,141.69,190.99,122.68
17,115,-59.84,-74.63,-77.3,-79.09,84.97,136.21,178.32,120.45
17,116,-60.69,-69.25,-76.49,-73.16,83.88,131.59,176.18,111.89
17,117,-67.95,-76.52,-72.56,-82.96,95.21,134.77,181.37,121.68
17,118,-66.25,-75.05,-77.93,-75.99,95.04,134.89,190.8,112.64
17,119,-64.25,-77.0,-71.26,-75.88,88.56,143.52,181.98,108.12
17,120,-71.22,-78.54,-77.71,-80.94,91.28,147.46,184.02,122.67
17,121,-69.03,-72.63,-75.16,-74.82,95.27,133.36,173.2,111.11
17,122,-66.08,-83.06,-74.77,-81.22,88.54,148.01,184.64,120.05
17,123,-70.47,-84.83,-75.72,-77.92,96.16,150.58,176.5,112.43
17,124,-70.77,-78.94,-74.2,-78.1,93.6,146.19,173.28,114.23
17,125,-66.56,-75.75,-75.76,-76.97,89.58,147.83,186.1,115.51
17,126,-68.49,-79.52,-70.38,-78.09,91.18,140.74,174.63,119.63
17,127,-70.05,-78.79,-78.73,-76.41,94.91,140.01,196.25,116.24
17,128,-67.35,-75.48,-73.58,-80.76,90.55,142.05,186.85,115.79
17,129,-71.12,-78.31,-81.72,-75.82,98.38,141.36,198.98,110.85
17,130,-69.85,-79.53,-84.05,-80.49,91.38,147.31,186.55,114.21
17,131,-67.64,-75.09,-77.74,-80.87,94.8,141.02,178.32,113.1
17,132,-67.51,-82.95,-84.33,-86.92,95.7,149.31,193.96,-1.0
17,133,-68.81,-74.67,-73.22,-77.02,96.53,143.94,182.61,116.95
17,134,-77.97,-76.18,-74.01,-79.4,96.64,136.24,187.41,119.68
17,135,-71.11,-77.01,-73.0,-74.03,91.38,147.99,177.95,106.88
17,136,-73.27,-75.76,-77.9,-84.5,99.62,134.52,192.99,125.28
17,137,-67.03,-75.32,-79.76,-79.33,88.3,138.54,182.79,112.72
17,138,-68.2,-76.7,-71.33,-71.91,95.9,140.4,170.89,110.39
17,139,-68.22,-74.07,-70.86,-74.29,90.76,143.67,182.4,108.29
17,140,-69.47,-77.22,-76.38,-84.18,97.18,148.65,178.83,125.4
17,141,-67.19,-77.24,-70.97,-81.69,87.49,140.93,175.64,123.03
17,142,-64.67,-76.49,-73.45,-74.2,85.98,134.83,171.89,110.38
17,143,-66.74,-75.86,-70.43,-76.16,88.6,143.99,177.66,108.07
17,144,-71.92,-80.65,-72.85,-74.8,92.36,148.61,184.0,113.81
17,145,-70.89,-76.91,-76.36,-72.4,95.85,144.06,182.41,105.97
17,146,-72.53,-76.47,-77.57,-81.07,93.7,148.45,179.83,116.85
17,147,-70.31,-74.47,-80.87,-76.69,94.91,140.18,199.31,119.03
17,148,-68.66,-73.65,-76.97,-79.51,92.52,137.98,184.75,117.66
17,149,-69.45,-74.58,-73.23,-82.42,91.92,141.44,171.21,122.37
17,150,-64.35,-81.71,-69.65,-70.31,89.72,154.16,165.33,102.85
17,151,-72.05,-68.02,-75.47,-79.25,98.87,133.27,191.5,119.51
17,152,-65.87,-80.87,-71.41,-78.63,89.24,142.38,170.5,119.59
17,153,-75.33,-73.01,-67.19,-74.99,100.51,137.8,164.46,110.8
17,154,-67.95,-80.73,-69.51,-78.52,92.75,151.4,181.86,114.2
17,155,-69.59,-79.78,-73.29,-78.93,90.76,149.9,178.28,112.54
17,156,-78.8,-78.1,-71.28,-79.35,98.1,140.64,182.58,115.96
17,157,-67.18,-74.5,-77.3,-78.48,88.14,144.96,177.33,120.65
17,158,-71.41,-71.75,-68.76,-81.36,96.27,130.25,168.2,120.16
17,159,-69.57,-77.36,-77.55,-77.29,97.27,138.12,181.87,115.31
17,160,-77.47,-73.79,-72.78,-80.89,102.53,142.11,180.37,118.55
17,161,-69.14,-78.14,-77.2,-79.53,93.94,141.49,189.78,120.93
17,162,-72.12,-71.67,-74.68,-86.46,91.46,129.92,183.13,-1.0
17,163,-70.37,-80.07,-72.45,-76.6,93.01,150.66,186.53,114.58
17,164,-69.56,-79.05,-75.17,-80.14,93.9,141.84,176.69,122.27
17,165,-67.81,-73.29,-73.91,-83.91,89.62,139.19,178.4,119.2
17,166,-72.23,-77.82,-76.47,-76.34,99.79,146.08,191.83,116.45
17,167,-70.39,-80.91,-80.71,-75.98,94.2,140.72,192.72,110.84
17,168,-70.38,-85.12,-74.12,-72.7,97.11,-1.0,178.03,109.04
17,169,-71.13,-77.79,-78.96,-81.61,93.22,142.13,195.16,123.3
17,170,-68.8,-70.92,-69.44,-78.6,91.37,134.35,174.02,111.64
17,171,-72.31,-74.39,-78.7,-76.68,96.53,132.99,180.11,108.25
17,172,-72.12,-78.09,-77.15,-82.94,96.56,142.1,190.33,117.08
17,173,-62.68,-83.23,-76.7,-78.86,86.61,144.8,185.04,115.42
17,174,-65.33,-79.7,-76.42,-82.06,87.38,140.28,191.79,118.24
17,175,-70.57,-75.7,-75.29,-85.41,94.34,143.65,176.02,-1.0
17,176,-63.31,-75.71,-75.05,-79.73,84.38,144.71,174.08,113.62
17,177,-75.47,-73.14,-70.52,-73.1,96.45,134.9,180.62,110.67
17,178,-73.65,-74.34,-79.09,-79.61,101.65,134.55,192.36,111.72
17,179,-66.1,-72.92,-77.1,-81.32,87.22,141.41,176.09,112.53
17,180,-71.2,-78.67,-69.61,-71.86,98.7,142.19,177.9,111.26
17,181,-68.96,-77.49,-74.5,-82.34,90.82,144.81,181.64,115.57
17,182,-66.08,-84.22,-72.92,-84.21,88.93,144.53,182.68,124.74
17,183,-76.12,-72.98,-71.26,-80.73,102.51,133.38,172.14,117.1
17,184,-70.64,-78.02,-70.82,-83.46,95.3,139.61,180.0,122.08
17,185,-64.61,-78.7,-79.16,-83.36,86.28,137.41,195.1,123.39
17,186,-72.56,-71.4,-81.89,-72.16,95.68,135.09,193.06,106.64
17,187,-63.91,-76.87,-77.56,-81.48,89.53,148.39,186.93,117.71
17,188,-68.04,-80.68,-78.92,-75.37,91.26,144.58,196.58,110.35
17,189,-69.11,-76.93,-74.11,-77.12,95.43,139.37,173.4,114.88
17,190,-66.4,-79.43,-77.98,-80.05,86.96,143.46,192.04,114.36
17,191,-72.02,-72.99,-72.52,-76.63,96.36,140.5,182.37,117.8
17,192,-73.62,-72.99,-76.65,-78.39,101.19,133.59,187.55,118.56
17,193,-69.44,-78.28,-76.72,-79.6,95.05,141.1,182.16,119.68
17,194,-79.21,-77.66,-75.71,-72.29,99.99,138.95,178.99,114.34
17,195,-72.72,-82.62,-74.92,-78.26,93.32,145.9,180.15,112.51
17,196,-71.97,-78.37,-73.81,-78.3,96.14,141.37,181.52,115.21
17,197,-69.4,-82.45,-81.98,-76.84,93.44,154.24,197.53,109.31
17,198,-75.84,-75.6,-72.24,-78.47,98.3,135.98,186.44,120.0
17,199,-67.56,-80.73,-71.57,-74.25,94.44,153.37,173.82,106.48
17,200,-72.62,-79.12,-76.24,-77.68,92.64,138.86,189.85,119.64
18,1,-72.72,-77.96,-77.86,-80.66,91.69,136.86,177.77,123.01
18,2,-75.11,-74.33,-69.83,-77.75,100.62,136.05,182.48,114.29
18,3,-64.97,-75.87,-76.56,-76.22,86.04,146.21,180.17,116.11
18,4,-81.78,-71.92,-76.04,-73.96,108.44,141.14,192.47,110.96
18,5,-69.16,-79.53,-71.6,-69.08,90.79,149.16,178.87,101.38
18,6,-73.61,-79.8,-70.48,-76.69,94.26,145.11,176.38,112.21
18,7,-77.54,-82.66,-77.11,-75.24,99.22,147.1,190.82,112.02
18,8,-66.27,-75.53,-71.85,-77.57,91.48,138.61,178.66,113.49
18,9,-70.32,-74.84,-79.82,-85.27,92.24,138.5,182.16,-1.0
18,10,-74.19,-71.62,-76.27,-79.58,100.66,133.65,175.31,111.94
18,11,-68.19,-74.04,-82.3,-66.7,95.17,143.02,200.55,109.16
18,12,-76.94,-79.16,-81.36,-76.12,99.79,143.98,189.85,110.39
18,13,-71.28,-70.78,-75.21,-80.4,91.87,133.48,184.68,113.56
18,14,-73.27,-71.43,-70.21,-76.79,99.4,136.58,167.86,108.28
18,15,-73.82,-78.2,-81.69,-74.45,92.6,138.05,200.19,108.82
18,16,-77.58,-71.49,-70.31,-75.72,98.78,129.42,167.62,108.54
18,17,-75.9,-74.14,-74.44,-79.41,96.76,132.03,183.13,112.29
18,18,-70.93,-75.24,-76.36,-76.82,96.35,144.9,180.9,109.59
18,19,-70.14,-75.27,-81.11,-79.66,92.18,139.63,189.19,119.66
18,20,-75.16,-69.32,-75.4,-79.74,93.34,137.63,180.91,114.44
18,21,-74.31,-80.44,-69.38,-81.37,95.41,150.19,174.75,114.06
18,22,-81.51,-74.76,-76.94,-79.78,106.42,140.64,178.7,114.28
18,23,-80.15,-80.61,-73.65,-78.24,104.3,151.6,177.89,114.32
18,24,-72.74,-68.23,-76.58,-82.92,99.81,131.11,179.49,117.43
18,25,-69.94,-75.45,-76.74,-79.0,96.69,137.43,179.18,113.07
18,26,-73.42,-71.93,-69.98,-74.5,97.29,142.39,173.61,114.95
18,27,-69.16,-72.34,-78.19,-78.79,90.43,134.57,179.42,118.11
18,28,-71.82,-77.39,-67.59,-76.31,94.69,138.59,172.65,108.55
18,29,-71.43,-70.74,-70.59,-71.62,91.66,136.87,173.6,111.01
18,30,-77.04,-80.02,-79.84,-72.37,102.55,153.15,183.48,105.3
18,31,-80.28,-76.29,-76.64,-74.72,107.47,136.78,187.25,109.72
18,32,-68.0,-80.34,-77.17,-87.17,96.06,142.18,183.71,-1.0
18,33,-71.78,-68.73,-71.98,-70.21,92.85,126.87,180.6,111.27
18,34,-70.18,-70.69,-78.78,-79.45,90.68,131.5,189.27,112.7
18,35,-72.56,-73.23,-75.47,-78.18,97.17,135.36,180.74,120.01
18,36,-76.24,-78.49,-77.09,-81.34,94.61,140.03,185.58,117.93
18,37,-73.93,-79.09,-78.87,-78.4,94.31,149.97,182.34,109.94
18,38,-74.84,-72.6,-67.57,-74.86,95.44,142.82,166.83,113.8
18,39,-73.2,-85.38,-73.67,-77.23,99.13,-1.0,171.91,110.22
18,40,-75.85,-74.25,-68.4,-75.41,96.65,144.03,176.59,115.07
18,41,-79.41,-79.6,-76.6,-79.79,97.48,139.7,183.99,121.72
18,42,-72.32,-76.29,-73.71,-77.49,91.83,142.79,183.45,109.84
18,43,-70.72,-75.35,-77.46,-75.42,93.83,135.83,177.7,113.17
18,44,-75.74,-82.08,-77.99,-79.73,101.45,143.27,182.02,121.72
18,45,-68.19,-80.4,-68.16,-79.92,91.65,143.97,164.67,115.82
18,46,-79.5,-82.45,-76.6,-78.26,101.06,152.59,180.72,114.38
18,47,-76.81,-71.87,-72.58,-76.59,100.81,133.74,184.16,114.78
18,48,-72.53,-87.06,-75.97,-82.18,92.25,-1.0,191.65,121.53
18,49,-72.36,-74.47,-79.7,-78.39,98.11,143.65,194.27,110.54
18,50,-72.48,-65.49,-81.09,-76.85,98.65,125.95,198.06,111.37
18,51,-77.11,-77.07,-76.86,-82.89,103.28,144.19,190.14,114.02
18,52,-73.59,-77.72,-77.81,-75.38,94.88,148.74,177.91,115.84
18,53,-73.01,-72.48,-67.79,-79.7,97.48,138.22,171.58,120.02
18,54,-85.66,-80.36,-67.36,-79.05,-1.0,143.48,170.56,116.42
18,55,-76.51,-70.53,-80.01,-76.32,98.13,136.38,197.82,110.3
18,56,-75.78,-79.59,-69.88,-77.83,94.74,150.48,169.32,119.01
18,57,-76.74,-83.0,-78.25,-71.43,95.68,151.42,184.85,110.13
18,58,-71.36,-73.26,-84.72,-75.74,97.42,139.26,188.32,116.92
18,59,-73.91,-79.41,-74.14,-79.71,100.98,141.15,173.13,120.03
18,60,-71.21,-71.79,-77.77,-83.06,90.25,129.74,181.42,121.03
18,61,-78.96,-74.21,-72.69,-80.28,101.34,133.15,171.33,121.69
18,62,-67.12,-79.06,-76.13,-75.29,91.83,151.29,183.05,110.39
18,63,-74.11,-71.25,-76.59,-75.92,98.82,134.26,178.19,109.77
18,64,-69.14,-75.45,-66.28,-77.28,96.56,138.27,167.78,114.58
18,65,-77.37,-76.64,-74.56,-82.39,98.63,148.32,184.24,124.22
18,66,-73.74,-79.21,-76.39,-76.51,94.18,144.28,179.84,114.49
18,67,-72.38,-72.06,-74.14,-78.13,93.36,133.82,185.72,115.97
18,68,-73.16,-75.92,-74.3,-74.03,100.04,147.5,188.3,105.7
18,69,-74.02,-70.48,-76.07,-83.62,96.93,134.25,175.06,115.59
18,70,-74.46,-76.63,-71.79,-70.64,99.69,136.15,175.97,110.76
18,71,-69.64,-82.31,-83.17,-80.28,95.88,145.6,197.42,116.18
18,72,-77.4,-73.56,-74.96,-76.0,98.83,141.97,173.55,117.87
18,73,-75.41,-76.74,-73.62,-82.84,94.42,137.85,174.46,114.03
18,74,-69.59,-78.27,-70.3,-75.91,89.59,143.02,170.75,110.64
18,75,-75.09,-80.09,-75.37,-74.49,101.81,146.93,188.5,114.43
18,76,-80.98,-73.68,-80.17,-75.49,101.28,136.57,198.59,113.27
18,77,-73.36,-75.97,-74.4,-79.85,93.41,144.78,173.32,114.35
18,78,-71.0,-74.73,-73.69,-82.56,91.94,137.44,172.54,125.2
18,79,-73.28,-76.39,-79.26,-74.51,97.8,141.96,184.12,107.65
18,80,-77.43,-72.66,-79.09,-73.29,102.34,143.07,185.86,111.57
18,81,-76.67,-71.89,-79.89,-78.76,95.76,142.3,189.87,117.77
18,82,-70.77,-77.26,-75.87,-75.62,97.37,148.65,190.1,116.42
18,83,-72.64,-78.48,-74.22,-80.33,95.09,146.64,187.37,116.36
18,84,-73.34,-75.87,-78.81,-84.33,98.21,140.48,185.83,123.8
18,85,-68.51,-76.11,-78.44,-78.05,96.8,146.08,184.37,119.03
18,86,-68.38,-73.24,-78.78,-72.73,94.52,137.87,195.98,110.71
18,87,-76.54,-69.59,-75.26,-76.29,98.31,135.8,175.89,117.37
18,88,-76.98,-72.04,-82.61,-79.64,104.35,135.61,199.13,116.16
18,89,-68.79,-76.26,-77.59,-79.48,88.16,134.89,193.18,117.76
18,90,-80.28,-73.84,-73.1,-78.25,105.1,134.28,187.51,114.82
18,91,-74.4,-69.6,-75.07,-81.35,92.85,132.67,174.88,112.66
18,92,-70.61,-72.47,-77.32,-77.12,97.54,138.24,176.71,110.89
18,93,-70.85,-73.64,-79.0,-76.73,92.12,132.49,182.12,117.28
18,94,-66.79,-72.86,-74.74,-80.52,86.67,144.31,190.66,121.64
18,95,-72.21,-82.84,-74.11,-76.93,97.88,150.22,183.05,116.31
18,96,-76.19,-69.27,-78.84,-76.18,100.97,131.14,191.15,109.37
18,97,-67.33,-84.83,-75.59,-74.87,90.47,152.38,175.87,116.71
18,98,-76.4,-74.68,-78.51,-75.91,101.06,141.12,183.72,116.94
18,99,-72.76,-74.73,-71.55,-72.97,96.47,145.16,183.56,107.4
18,100,-74.59,-78.43,-73.11,-79.71,93.05,142.76,171.99,118.48
18,101,-69.22,-77.66,-79.31,-72.37,96.45,146.93,184.2,110.59
18,102,-73.35,-71.35,-73.74,-79.65,97.85,136.51,179.67,120.44
18,103,-68.75,-71.52,-75.93,-77.01,89.94,140.32,184.32,111.37
18,104,-76.03,-72.72,-80.66,-77.88,101.23,138.59,199.29,118.52
18,105,-66.9,-72.06,-76.66,-73.56,92.79,134.66,186.04,107.22
18,106,-71.03,-81.55,-74.27,-75.67,91.92,147.63,176.68,111.55
18,107,-68.64,-74.64,-69.66,-83.93,91.45,137.59,178.97,118.28
18,108,-70.2,-74.15,-77.6,-78.66,93.24,133.88,181.67,110.11
18,109,-71.67,-79.27,-71.47,-77.71,91.7,138.07,175.73,113.0
18,110,-77.81,-72.06,-74.67,-69.75,99.17,137.84,174.43,109.43
18,111,-79.9,-82.61,-81.55,-73.7,105.28,142.52,196.87,115.94
18,112,-74.79,-76.12,-79.58,-75.17,93.79,143.85,181.76,109.87
18,113,-73.72,-68.95,-83.26,-75.83,99.19,135.67,187.27,110.43
18,114,-74.08,-80.93,-73.89,-83.57,94.14,152.08,177.61,118.98
18,115,-79.52,-76.78,-80.23,-76.97,97.62,142.01,186.74,116.93
18,116,-70.35,-66.9,-74.62,-74.16,96.82,134.9,181.48,110.18
18,117,-75.1,-74.63,-72.91,-75.43,96.75,143.4,177.46,112.63
18,118,-69.16,-80.81,-74.66,-73.55,93.27,153.97,179.82,110.94
18,119,-73.02,-81.11,-78.95,-80.23,100.22,141.43,189.8,122.71
18,120,-71.21,-73.38,-80.07,-69.99,92.61,142.02,180.56,104.02
18,121,-71.67,-75.09,-74.66,-75.61,99.2,133.52,175.43,110.63
18,122,-67.75,-72.0,-78.17,-80.7,93.52,142.61,189.92,121.2
18,123,-72.42,-79.8,-76.13,-78.74,95.4,148.31,187.05,113.75
18,124,-71.91,-72.32,-81.6,-73.74,96.35,132.26,199.03,113.62
18,125,-75.16,-72.63,-78.24,-78.09,99.0,142.29,194.89,116.81
18,126,-72.82,-71.02,-78.94,-75.73,97.24,133.02,194.98,112.26
18,127,-71.15,-70.06,-80.33,-79.88,95.88,140.15,182.36,114.55
18,128,-79.4,-74.93,-78.18,-68.08,99.58,135.28,179.03,100.39
18,129,-78.98,-79.3,-83.58,-78.21,100.71,140.68,194.06,114.67
18,130,-73.79,-77.71,-72.45,-75.74,95.99,136.3,171.49,107.81
18,131,-66.39,-74.09,-76.88,-71.91,94.19,132.21,185.55,111.69
18,132,-67.3,-75.13,-72.91,-73.36,90.9,139.41,172.88,112.27
18,133,-71.14,-85.27,-79.94,-75.48,97.45,-1.0,188.43,117.52
18,134,-75.94,-74.78,-82.08,-79.25,98.85,136.49,187.64,113.93
18,135,-78.95,-75.17,-75.63,-73.74,99.04,138.82,181.04,107.36
18,136,-75.72,-77.33,-72.18,-81.06,93.96,137.2,182.14,112.95
18,137,-73.79,-76.62,-74.78,-74.97,95.33,138.58,187.75,112.95
18,138,-72.28,-77.88,-77.18,-80.97,99.04,136.53,190.12,115.76
18,139,-71.77,-82.44,-79.96,-78.27,93.91,144.35,194.55,114.91
18,140,-76.87,-75.39,-75.05,-74.85,104.26,146.23,173.49,109.4
18,141,-75.01,-78.26,-79.25,-84.25,98.26,140.79,185.19,114.95
18,142,-73.24,-73.34,-78.26,-75.8,100.23,144.26,192.5,117.67
18,143,-70.7,-74.6,-79.55,-83.53,89.69,136.21,182.18,114.71
18,144,-78.97,-76.66,-81.5,-73.37,102.72,139.57,183.38,113.04
18,145,-68.47,-77.69,-73.17,-76.76,92.38,137.2,179.76,111.78
18,146,-77.05,-81.11,-75.6,-82.62,101.86,140.38,176.87,124.91
18,147,-75.99,-75.31,-67.96,-74.49,103.53,143.73,169.34,109.45
18,148,-69.19,-77.56,-81.55,-76.39,96.26,148.64,197.73,117.61
18,149,-75.35,-77.99,-69.75,-77.08,98.54,144.31,178.41,113.03
18,150,-67.52,-80.99,-77.81,-75.83,95.47,145.41,194.64,114.64
18,151,-79.26,-71.76,-75.22,-70.76,103.67,137.16,184.5,111.18
18,152,-72.06,-73.08,-76.12,-76.25,95.5,135.55,190.85,110.06
18,153,-74.48,-68.45,-75.77,-78.32,94.95,133.46,192.33,116.41
18,154,-74.16,-80.24,-74.26,-78.41,101.22,140.22,187.36,115.53
18,155,-76.53,-70.28,-79.25,-77.26,102.15,137.48,183.22,112.49
18,156,-73.44,-82.99,-81.32,-79.97,96.52,154.27,191.49,116.43
18,157,-75.91,-73.61,-78.93,-80.77,95.38,140.11,183.38,121.9
18,158,-70.2,-68.23,-73.73,-78.56,95.51,138.18,179.43,120.08
18,159,-68.28,-80.69,-80.2,-76.09,96.14,140.62,194.02,112.4
18,160,-70.87,-74.97,-74.93,-86.52,91.42,141.21,172.98,-1.0
18,161,-69.57,-76.84,-70.13,-78.48,90.08,140.13,171.35,114.58
18,162,-72.01,-74.32,-72.22,-77.4,97.51,145.39,176.13,109.59
18,163,-73.21,-71.55,-81.73,-79.67,98.17,131.7,195.24,117.32
18,164,-71.03,-68.61,-81.43,-76.46,97.6,129.44,189.95,114.89
18,165,-73.22,-82.38,-72.66,-80.77,93.16,145.87,174.03,120.84
18,166,-77.32,-69.36,-73.78,-83.08,95.29,130.82,188.1,117.43
18,167,-74.86,-73.57,-75.62,-72.34,102.64,132.13,177.79,104.54
18,168,-72.93,-70.37,-77.7,-73.9,99.5,134.11,176.92,112.53
